mag_u,mag_g,mag_r,mag_i,mag_z,redshift
22.521,22.223,21.090,19.912,19.462,0.7415
24.046,21.860,20.212,19.404,19.020,0.5159
22.805,22.128,20.841,20.023,19.664,0.5245
24.299,21.911,20.435,19.391,18.785,0.5255
22.765,21.930,20.143,19.306,18.811,0.4778
21.190,21.747,20.783,16.188,16.991,0.3452
23.377,23.093,21.039,19.868,19.231,0.6963
22.880,21.524,20.190,19.247,18.932,0.5187
24.475,22.130,20.275,19.308,18.729,0.5217
22.716,21.550,19.655,18.746,18.330,0.4806
24.007,21.808,20.043,19.345,18.849,0.4354
23.517,21.491,19.735,19.035,18.539,0.4181
22.415,21.876,20.718,19.708,19.113,0.6090
23.160,20.716,18.922,18.222,17.760,0.4168
22.796,22.131,20.874,19.890,19.473,0.6884
23.895,21.858,20.453,19.623,19.248,0.5961
22.416,21.050,19.842,18.828,18.123,0.4805
24.149,22.802,21.131,20.085,19.522,0.5378
24.077,23.368,21.117,19.849,19.502,0.6766
22.737,21.742,20.235,19.344,18.799,0.5015
22.671,21.480,19.787,18.978,18.614,0.4725
24.384,22.222,20.638,19.729,19.501,0.5179
23.705,22.817,21.078,20.053,19.711,0.3290
23.088,20.945,19.421,18.748,18.366,0.3781
23.167,21.263,19.864,18.867,18.233,0.0008
24.395,21.517,20.088,18.834,18.277,0.6470
23.892,21.452,19.712,19.003,18.556,0.4466
24.092,21.847,20.205,19.404,18.922,0.4475
23.018,21.921,20.178,19.349,18.832,0.4780
23.507,20.652,19.008,18.319,17.922,0.4200
25.580,22.107,20.316,19.503,19.115,0.4810
23.532,21.454,19.745,19.081,18.633,0.4605
24.702,21.675,20.206,19.470,19.105,0.4865
21.904,22.696,21.035,20.260,19.825,0.4736
24.583,22.848,21.131,19.889,19.376,0.6417
23.535,22.109,20.250,19.317,18.795,0.5368
22.540,21.281,19.815,19.056,18.828,0.3323
24.885,21.481,20.156,19.402,18.926,0.3781
25.552,22.282,20.517,19.710,19.372,0.4854
23.655,22.363,21.146,19.686,19.160,0.0002
22.916,22.584,20.743,19.594,19.111,0.6705
23.837,22.493,20.740,19.564,18.994,0.6724
22.941,21.876,20.886,19.820,19.278,0.6758
23.487,21.305,19.581,18.875,18.419,0.3974
21.698,21.188,19.401,18.590,18.073,0.4837
25.081,21.968,20.360,19.573,19.148,0.4770
25.811,21.101,19.385,18.613,18.209,0.4485
24.762,22.414,21.081,19.963,19.583,0.5890
25.024,22.329,20.982,19.962,19.462,0.5186
23.784,21.673,20.085,19.245,18.887,0.5009
23.089,22.186,20.506,19.473,18.823,0.6195
23.324,21.995,20.304,19.554,19.006,0.4822
23.078,21.747,20.256,19.361,18.935,0.3210
23.836,21.747,20.080,19.196,18.715,0.5636
21.815,22.186,20.865,19.835,19.733,0.6755
23.380,21.252,19.878,19.128,18.724,0.4764
23.883,22.146,20.491,19.685,19.273,0.4191
23.117,20.827,19.144,18.387,17.912,0.4182
22.910,22.881,21.287,19.955,19.536,0.6603
22.631,22.120,20.556,19.355,18.904,0.6281
24.363,21.905,20.467,19.660,19.207,0.4833
23.254,22.344,20.804,19.546,19.021,0.6214
25.413,21.747,20.399,19.551,19.276,0.3197
24.434,21.988,20.382,19.454,18.946,0.5177
23.649,21.598,19.841,18.962,18.605,0.4848
22.808,21.530,19.759,18.886,18.503,0.5203
22.695,22.042,20.300,19.463,19.044,0.6779
22.804,22.353,20.889,20.098,19.781,0.6050
22.131,21.708,20.296,19.456,19.079,0.4867
22.884,22.861,20.615,19.709,19.318,0.4758
23.177,22.234,20.451,19.552,19.096,0.4820
22.232,21.275,19.541,18.859,18.616,0.4518
25.620,21.490,19.919,19.262,18.880,0.3553
25.068,22.324,20.533,19.665,19.294,0.4857
26.570,22.025,20.651,19.789,19.453,0.4471
24.543,22.211,20.330,19.506,19.038,0.4771
22.506,21.725,20.470,19.611,19.194,0.5372
22.355,21.686,20.131,19.228,18.818,0.6079
23.245,20.971,19.370,18.408,17.947,0.5217
26.119,22.089,20.541,19.782,19.343,0.3748
24.964,21.527,19.578,18.740,18.423,0.4485
21.862,21.722,20.672,19.761,19.288,0.7285
23.378,21.999,20.272,19.307,18.782,0.5611
23.067,22.032,20.720,19.943,19.665,0.5185
23.772,21.817,20.368,19.582,19.127,0.5223
22.920,21.377,19.718,18.948,18.381,0.4324
24.457,21.500,19.884,18.759,18.503,0.5188
26.426,22.360,20.706,19.741,19.370,0.5559
25.284,22.691,20.605,19.774,19.365,0.4563
23.113,22.951,20.870,19.914,19.210,0.5233
22.763,21.969,20.245,19.473,19.185,0.5529
21.279,20.278,18.946,18.199,17.788,0.4837
22.608,21.720,20.295,19.473,18.986,0.4786
21.978,21.554,19.816,18.971,18.602,0.4776
25.962,21.609,19.889,18.892,18.554,0.4837
23.817,21.230,19.677,19.054,18.603,0.4851
25.419,21.455,19.778,18.859,18.491,0.4827
22.377,23.220,21.048,19.872,18.995,0.6783
24.408,21.785,20.161,19.250,18.756,0.5304
23.836,21.915,20.801,19.935,19.032,0.5207
23.010,21.111,19.780,18.397,17.654,0.0001
23.397,21.596,19.936,19.170,19.007,0.4849
23.925,21.936,20.066,19.235,18.782,0.4511
18.916,18.163,16.056,14.670,16.015,0.0004
22.631,21.723,20.333,19.496,19.143,0.5520
23.088,21.790,20.065,19.022,18.619,0.5198
22.613,21.720,20.489,19.649,19.389,0.6198
24.059,22.479,20.817,19.789,19.401,0.5195
24.910,22.120,20.221,19.365,19.000,0.5210
22.322,21.243,19.589,18.569,18.286,0.5210
25.774,21.681,19.987,19.062,18.660,0.5211
22.773,21.808,19.989,18.902,18.417,0.5630
25.355,22.949,20.618,19.773,19.368,0.4294
23.108,22.831,20.730,19.609,19.221,0.5626
22.382,21.827,20.197,19.397,18.923,0.4854
24.019,22.402,20.529,19.617,19.278,0.4822
22.035,21.327,19.844,19.106,18.720,0.4775
23.838,22.458,20.573,19.620,19.081,0.5190
23.519,21.429,19.654,18.832,18.393,0.4763
22.962,22.303,20.605,19.583,19.132,0.6145
23.088,21.990,20.397,19.636,19.258,0.4348
23.985,21.155,20.050,19.136,18.903,0.5596
22.467,22.179,20.566,19.680,19.584,0.4842
22.250,21.808,20.293,19.286,19.200,0.5216
23.292,20.841,19.186,18.091,17.578,0.5627
26.187,22.502,20.857,19.704,19.130,0.5614
23.907,22.397,20.520,19.474,18.929,0.5663
23.637,22.219,20.625,19.602,19.256,0.5194
24.444,21.922,20.259,19.275,18.639,0.5614
25.908,21.708,20.021,19.056,18.710,0.4873
22.615,21.332,19.837,18.978,18.592,0.4781
22.866,21.689,20.150,19.349,18.931,0.4776
21.888,20.544,18.689,17.882,17.414,0.4488
23.234,22.177,20.513,19.751,19.420,0.4442
22.490,21.466,20.464,19.454,19.242,0.6427
24.006,21.331,19.668,18.901,18.393,0.4767
22.154,21.203,19.522,18.717,18.319,0.4485
24.935,21.939,20.222,19.134,18.592,0.5855
23.960,22.928,21.227,20.086,19.773,0.6155
23.191,22.445,21.311,20.449,20.108,0.6739
24.696,21.726,20.021,19.159,18.643,0.4855
24.063,22.557,20.700,19.664,19.304,0.5936
26.250,22.208,20.499,19.738,19.350,0.4499
22.692,21.512,19.700,18.631,18.283,0.5968
24.762,22.334,20.607,19.808,19.443,0.4534
25.354,22.424,20.514,19.548,19.047,0.5489
26.440,21.912,20.488,19.532,19.068,0.5651
23.370,22.280,20.373,19.548,19.150,0.4898
23.300,21.718,19.744,18.853,18.477,0.4988
22.979,22.517,20.656,19.518,18.996,0.6306
23.997,22.636,20.736,19.685,19.256,0.5655
23.680,21.695,20.087,19.250,18.743,0.4715
21.913,20.829,19.476,18.702,18.239,0.4730
21.960,20.621,19.006,18.171,17.708,0.4772
22.657,22.360,20.549,19.670,19.259,0.4825
25.223,22.219,20.518,19.724,19.181,0.4772
22.833,22.412,20.700,19.661,19.093,0.5503
24.492,21.960,20.064,19.009,18.607,0.5643
24.750,23.355,21.460,20.157,19.408,0.5994
23.459,21.898,20.128,19.309,18.743,0.4776
26.276,21.634,20.067,19.321,18.969,0.4739
25.454,21.998,20.426,19.597,19.172,0.4706
23.346,22.165,20.630,19.764,19.349,0.4724
25.328,21.608,20.007,19.230,18.774,0.4956
22.751,21.419,19.665,18.762,18.432,0.4860
25.507,21.892,20.173,19.215,18.855,0.6029
23.323,21.850,20.352,19.585,19.142,0.4554
24.895,22.065,20.676,19.844,19.325,0.4506
25.027,22.141,20.340,19.494,19.023,0.4850
24.799,21.975,20.087,19.261,18.833,0.4489
22.637,22.108,20.405,19.594,19.461,0.4777
25.142,22.216,20.724,19.841,19.296,0.5753
23.047,22.576,20.721,19.616,19.045,0.6087
22.480,21.277,19.484,18.701,18.307,0.4777
23.985,21.450,19.905,19.073,18.632,0.4764
25.757,22.396,20.773,19.922,19.587,0.4788
25.436,21.966,20.266,19.315,19.056,0.5184
25.581,22.139,20.544,19.442,18.935,0.5642
23.721,21.220,19.520,18.661,18.284,0.4604
25.002,22.704,21.037,19.991,19.328,0.5602
23.086,21.495,20.193,19.396,19.010,0.5696
24.065,22.572,20.520,19.518,18.971,0.5626
23.120,21.723,20.806,19.814,19.674,0.6066
23.641,21.595,20.430,19.160,18.518,0.6307
23.121,22.857,20.853,19.995,19.586,0.5367
25.505,21.356,20.009,19.219,18.685,0.3810
25.874,22.152,20.514,19.521,19.206,0.5213
24.355,22.477,20.771,19.794,19.552,0.5531
25.524,21.885,20.453,19.589,19.229,0.4470
23.861,22.134,20.631,19.686,19.229,0.4885
22.979,21.596,19.926,19.167,18.806,0.4313
23.923,22.388,20.544,19.330,18.784,0.6411
25.430,22.384,20.673,19.788,19.256,0.4761
21.637,21.048,19.358,18.488,18.032,0.4907
25.791,21.686,19.990,19.092,18.659,0.5049
22.414,21.631,20.358,19.491,19.317,0.5578
26.557,22.414,20.670,19.571,19.268,0.6304
23.638,21.963,20.416,19.528,19.129,0.4757
22.753,21.892,20.587,19.851,19.507,0.6196
22.951,23.125,21.003,19.885,19.494,0.5624
22.810,21.753,19.988,19.151,18.700,0.4575
22.659,21.919,20.704,19.633,19.186,0.6470
23.885,21.396,19.514,18.617,18.213,0.4877
22.850,22.062,20.632,19.438,19.070,0.6879
24.141,20.510,18.989,17.858,17.234,0.0002
24.191,21.815,20.395,19.604,19.103,0.4778
23.392,22.533,21.013,20.024,19.456,0.5213
23.268,22.038,20.552,19.706,19.468,0.4848
23.541,22.585,20.228,19.236,18.735,0.5234
23.224,22.158,20.387,19.492,19.087,0.5640
25.036,23.207,21.046,19.899,19.395,0.4905
24.462,21.396,19.775,18.998,18.683,0.4744
24.387,22.198,20.638,19.447,18.818,0.6762
23.859,22.474,20.747,19.643,19.129,0.5643
22.137,21.425,19.791,18.948,18.523,0.4959
22.262,21.243,19.786,18.618,17.898,0.6268
23.201,21.654,19.800,18.721,18.332,0.5614
23.622,22.100,20.687,19.737,19.329,0.6618
22.310,20.744,19.232,18.367,17.945,0.5029
25.192,21.967,20.306,19.415,18.892,0.4954
24.975,21.960,20.713,19.473,18.999,0.5889
22.785,21.855,20.152,19.335,18.997,0.4965
24.689,21.780,20.400,19.435,18.886,0.5192
25.562,22.025,20.387,19.529,19.083,0.4708
25.270,22.211,20.593,19.696,19.355,0.4647
22.627,20.951,19.139,18.283,17.827,0.4748
23.480,22.610,20.843,20.017,19.785,0.5576
22.946,21.624,20.040,19.280,18.852,0.4510
24.398,22.284,20.587,19.607,19.263,0.4994
23.211,22.000,20.320,19.529,19.072,0.5182
26.088,22.040,20.470,19.407,19.118,0.5361
24.333,22.383,20.975,20.081,19.559,0.4890
25.322,22.704,20.810,19.697,19.190,0.5629
24.684,22.246,20.546,19.690,19.251,0.5486
25.206,22.273,20.537,19.602,19.430,0.5181
21.415,21.531,20.196,19.308,18.780,0.5610
22.633,21.980,20.416,19.374,18.945,0.5342
25.815,21.406,19.668,18.905,18.548,0.4329
23.413,22.204,20.399,19.561,19.145,0.4648
23.963,22.235,20.897,19.924,19.397,0.6567
22.382,21.551,20.041,19.203,18.851,0.5177
22.668,22.404,21.230,20.286,19.944,0.5467
23.415,22.963,21.098,20.058,19.325,0.5825
24.111,22.127,20.579,19.720,19.267,0.5261
24.437,21.784,20.342,19.530,19.013,0.4756
21.147,20.091,18.529,17.639,17.216,0.5073
23.575,21.778,20.752,19.797,19.632,0.5772
24.511,22.054,20.252,19.282,18.821,0.4995
25.298,22.320,20.572,19.793,19.373,0.4454
23.114,22.161,20.428,19.542,18.875,0.5046
22.781,23.011,21.231,20.132,19.588,0.5461
25.229,21.663,20.190,19.299,18.979,0.5667
23.485,22.244,20.648,19.903,19.572,0.4338
22.197,22.417,20.788,19.606,18.971,0.6610
24.836,22.456,20.745,19.716,19.285,0.5612
22.740,22.324,20.607,19.704,19.106,0.5056
25.779,23.146,21.778,20.322,19.731,0.7199
24.152,21.959,20.329,19.183,18.702,0.6219
23.871,21.680,20.167,19.371,19.037,0.5050
23.097,22.210,20.557,19.444,18.915,0.6255
22.656,21.699,20.538,19.633,19.208,0.5582
23.003,21.926,20.448,19.645,19.254,0.5348
23.701,21.402,19.812,19.035,18.554,0.4896
23.147,21.741,20.246,19.465,19.116,0.4806
23.462,21.014,19.358,18.485,17.992,0.5062
24.119,22.188,20.612,19.733,19.412,0.5867
24.449,22.165,20.159,19.383,18.958,0.4596
22.884,21.908,20.662,19.481,19.087,0.6285
22.831,21.623,20.405,19.601,19.333,0.5052
23.177,21.535,20.260,19.423,19.003,0.6795
24.761,22.054,20.675,19.857,19.393,0.4760
24.007,22.806,21.073,19.745,19.140,0.7129
24.085,22.027,20.833,19.365,18.569,0.0001
24.743,22.289,20.320,19.317,18.772,0.5309
24.938,21.159,19.560,18.790,18.436,0.4747
23.096,21.574,19.869,19.030,18.575,0.4864
24.731,21.927,20.358,19.491,19.196,0.4748
23.918,22.194,20.792,19.808,19.478,0.6238
23.882,22.196,20.493,19.488,19.050,0.6127
23.459,21.968,20.354,19.450,18.904,0.4193
23.254,21.848,20.438,19.703,19.187,0.5349
24.637,21.296,19.829,18.867,18.435,0.5353
23.732,22.533,20.790,19.879,19.124,0.5352
22.259,21.226,19.581,18.798,18.334,0.4914
24.897,22.649,20.801,19.648,19.099,0.5828
23.643,21.973,20.151,19.088,18.687,0.5569
22.639,22.673,21.391,20.329,20.176,0.6215
24.570,22.143,20.422,19.449,19.098,0.5260
22.607,21.543,20.279,19.502,18.983,0.4820
24.534,22.742,21.055,20.078,19.383,0.6213
22.962,21.531,19.944,19.175,18.828,0.4459
25.154,22.333,20.458,19.590,19.099,0.5219
22.858,21.342,20.049,19.101,18.682,0.5248
23.965,22.973,21.013,19.810,19.291,0.6802
22.425,22.191,20.827,19.891,20.560,0.6691
23.429,22.123,20.196,19.278,18.700,0.5560
22.477,22.281,20.887,19.846,19.291,0.6311
24.828,21.611,20.203,19.288,18.983,0.4919
23.784,21.348,19.821,18.798,18.312,0.5838
26.303,22.010,20.220,19.122,18.626,0.5789
22.264,21.944,20.211,19.303,18.924,0.5088
25.961,21.827,20.477,19.728,19.376,0.4932
22.703,22.718,20.823,19.672,19.145,0.5379
25.842,22.598,20.787,19.966,19.576,0.4689
23.132,21.573,19.847,18.970,18.506,0.4674
22.520,22.193,20.668,19.780,19.361,0.4942
22.493,21.551,20.370,19.493,19.262,0.5760
22.912,22.205,20.686,19.827,19.545,0.5311
22.758,22.398,20.793,19.866,19.446,0.5040
24.529,22.401,20.666,19.836,19.314,0.5054
22.909,21.966,20.528,19.735,19.425,0.5116
25.445,21.969,20.155,19.108,18.531,0.5272
25.965,22.213,20.495,19.640,19.278,0.5274
25.097,23.014,21.153,20.307,19.988,0.4664
22.982,21.911,20.351,19.371,18.732,0.5312
23.633,21.892,20.112,19.206,18.738,0.4951
22.712,22.019,20.507,19.573,19.095,0.5311
24.866,22.799,20.869,19.782,19.368,0.5330
24.581,22.241,20.620,19.865,19.389,0.4704
22.574,21.781,20.378,19.309,18.825,0.6280
23.221,22.266,20.526,19.696,19.212,0.4914
23.218,21.656,20.510,19.568,19.227,0.5802
23.116,23.193,20.805,19.616,19.113,0.6023
22.397,22.117,20.984,20.065,19.635,0.5293
22.989,21.900,20.656,19.725,19.278,0.4925
23.601,21.801,20.088,19.115,18.711,0.5311
23.887,20.980,19.160,18.277,17.859,0.4910
23.092,22.001,20.850,19.785,19.294,0.7161
26.441,22.256,20.544,19.718,19.358,0.5342
23.349,21.935,20.389,19.603,19.094,0.5046
25.742,21.601,19.984,19.023,18.571,0.5300
23.549,22.501,20.907,19.993,19.545,0.4760
25.399,22.524,20.366,19.461,18.788,0.5555
24.166,22.624,20.682,19.754,19.244,0.4817
22.856,22.083,20.407,19.421,19.129,0.5251
22.834,22.029,20.294,19.387,19.114,0.5240
24.184,21.596,19.883,18.999,18.575,0.4879
23.376,21.941,20.560,19.805,19.439,0.4886
24.059,22.520,20.603,19.650,19.203,0.5272
23.582,21.764,20.102,19.301,18.835,0.4893
24.839,21.768,20.294,19.297,18.987,0.4878
25.965,21.921,20.484,19.589,19.188,0.4905
23.380,21.209,19.577,18.628,18.162,0.5325
22.670,21.960,20.105,19.133,18.614,0.5346
25.423,22.286,20.361,19.537,19.162,0.4755
24.555,22.224,20.712,19.552,19.083,0.5574
22.443,22.075,20.932,20.030,19.554,0.7349
23.737,22.234,20.697,19.813,19.393,0.5246
26.453,21.433,19.702,18.782,18.306,0.5102
23.871,22.194,20.621,19.755,19.246,0.5441
23.952,22.163,20.509,19.691,19.040,0.4894
24.315,22.493,20.762,19.867,19.408,0.5250
23.279,21.831,20.370,19.638,19.091,0.4894
23.163,22.920,21.125,20.151,19.699,0.5276
22.715,23.395,21.778,20.296,19.739,0.6619
22.653,21.875,20.177,19.154,18.582,0.5288
24.940,21.941,20.025,19.105,18.726,0.5016
25.676,21.826,20.154,19.256,18.694,0.5275
22.903,22.093,20.316,19.334,18.966,0.5301
23.059,22.493,20.497,19.434,18.992,0.5265
24.383,21.947,20.345,19.409,18.854,0.5300
22.774,21.838,20.172,19.369,18.930,0.4774
22.386,21.988,20.297,19.381,18.933,0.5270
22.392,22.815,21.375,20.316,19.853,0.8289
22.367,21.512,20.189,19.317,18.861,0.5305
23.788,21.947,20.309,19.440,19.180,0.5535
22.710,21.345,19.593,18.754,18.365,0.4932
22.217,20.800,19.115,18.231,17.787,0.4939
23.541,22.305,21.224,20.271,19.716,0.7440
24.166,22.645,20.737,19.553,19.279,0.6324
24.508,23.745,21.014,19.878,19.331,0.6569
24.700,22.127,20.546,19.731,19.150,0.4858
23.585,21.674,20.052,19.313,18.815,0.4932
23.622,21.943,20.091,19.226,18.721,0.4895
23.367,22.164,20.452,19.576,19.001,0.4930
24.964,22.032,20.748,19.979,19.573,0.5830
22.885,21.417,20.163,19.181,18.640,0.5553
23.358,22.341,20.539,19.479,19.198,0.5316
22.252,20.969,19.631,18.816,18.473,0.5298
22.436,21.735,20.154,19.076,18.617,0.5366
23.621,22.189,20.575,19.413,19.045,0.5558
22.333,21.848,20.343,19.478,19.115,0.5054
24.383,21.337,19.525,18.561,18.083,0.5262
23.133,22.255,20.627,19.649,19.124,0.5269
23.019,21.614,20.229,19.463,19.016,0.5332
23.779,23.130,21.085,19.816,19.336,0.7209
24.606,22.061,20.291,19.433,18.847,0.4859
25.903,21.875,20.157,19.166,18.797,0.5332
23.596,22.186,20.522,19.704,19.349,0.4747
22.959,21.738,20.222,19.446,19.076,0.4735
22.830,22.562,20.835,19.916,19.331,0.6548
22.824,21.627,19.954,19.051,18.406,0.5082
23.832,21.594,19.973,19.064,18.568,0.4921
23.985,22.848,20.793,19.567,19.156,0.6462
23.579,21.627,19.843,19.069,18.731,0.4220
25.391,22.001,20.368,19.365,18.821,0.5763
23.016,21.889,20.467,19.644,19.537,0.2893
22.872,22.014,20.548,19.814,19.680,0.3997
23.816,22.113,20.459,19.608,19.055,0.4919
22.544,21.531,20.117,19.390,18.942,0.4991
23.391,22.598,20.887,19.815,19.260,0.5829
23.022,22.465,20.892,19.697,19.399,0.6194
25.436,22.616,20.929,19.747,19.319,0.0097
24.505,21.954,20.575,19.642,19.248,0.4964
23.986,22.126,20.706,19.534,18.794,0.0002
22.309,21.347,20.114,19.204,18.848,0.4911
25.887,22.331,20.782,19.757,19.336,0.5719
22.396,21.966,20.979,19.906,19.293,0.8161
23.840,22.113,20.494,19.665,19.135,0.4286
26.737,21.895,20.094,19.168,18.780,0.4952
23.903,21.815,20.159,19.155,18.722,0.5340
24.515,22.048,20.315,19.531,19.115,0.4860
23.303,22.606,20.708,19.766,19.276,0.5111
25.730,22.584,20.980,19.862,19.499,0.5566
23.630,22.156,20.425,19.289,18.797,0.5573
23.263,22.221,20.640,19.786,19.227,0.4964
21.372,21.070,19.594,18.748,18.213,0.6316
22.748,21.521,19.885,19.017,18.774,0.4852
24.764,22.285,20.934,19.709,19.284,0.6519
21.337,20.844,18.945,18.090,17.728,0.4444
24.013,22.736,20.563,19.254,18.840,0.6496
22.689,21.799,20.396,19.570,19.168,0.4748
23.886,22.020,20.455,19.486,19.102,0.5326
23.390,21.894,20.089,19.153,18.717,0.5045
24.435,22.132,20.438,19.544,19.033,0.5204
21.884,22.158,20.984,19.970,19.606,0.5548
22.481,22.034,20.335,19.479,18.903,0.5285
24.371,21.851,20.753,19.819,19.398,0.6208
26.049,21.654,19.965,19.183,18.818,0.4434
23.140,22.286,20.584,19.800,19.456,0.5949
24.546,22.443,20.850,19.869,19.587,0.4917
22.938,22.064,20.677,19.853,19.321,0.5570
24.793,21.959,20.430,19.592,19.105,0.4710
24.055,21.982,20.131,19.334,18.822,0.4330
24.566,22.433,20.969,19.921,19.489,0.4823
22.309,21.683,20.231,19.376,18.988,0.5230
23.142,22.216,20.449,19.607,19.200,0.5323
25.617,21.982,20.227,19.234,18.727,0.5507
24.242,22.376,20.752,19.636,19.299,0.5626
24.584,22.159,20.396,19.518,18.998,0.5025
23.648,22.047,20.567,19.746,19.258,0.0002
21.931,21.724,20.869,19.841,19.497,0.7030
23.215,22.555,20.872,19.623,19.124,0.6576
23.841,21.481,19.906,19.157,18.803,0.4699
23.170,22.226,20.724,19.659,19.202,0.5514
22.841,22.803,21.213,20.011,19.533,0.6198
23.508,22.211,20.702,19.748,19.445,0.6018
22.672,21.800,20.134,19.177,18.800,0.5460
25.268,21.853,20.332,19.202,18.794,0.5628
24.362,22.294,20.411,19.426,18.941,0.5853
26.222,22.343,20.499,19.410,19.036,0.5621
25.634,22.395,20.500,19.464,18.972,0.6040
22.564,22.100,20.712,19.684,19.411,0.6603
25.514,21.952,20.742,19.942,19.786,0.5638
24.052,22.136,20.519,19.541,19.115,0.5411
23.234,21.879,20.485,19.558,19.117,0.5746
24.830,21.803,20.065,19.266,18.821,0.4942
24.451,21.221,19.621,18.745,18.193,0.4892
22.688,21.629,20.099,19.046,18.497,0.5530
24.918,21.893,20.334,19.395,18.912,0.4961
24.810,21.491,19.687,18.738,18.492,0.5538
24.431,22.237,20.539,19.536,19.032,0.5674
23.470,21.815,20.463,19.676,19.264,0.4844
24.042,22.619,21.011,19.859,19.442,0.6028
23.830,22.158,20.630,19.687,19.197,0.4989
22.756,21.299,20.146,19.249,18.882,0.5799
22.337,22.212,20.659,19.621,19.181,0.5912
23.010,21.668,20.085,19.218,18.829,0.4885
23.494,22.606,20.630,19.495,18.889,0.6469
24.927,22.125,20.642,19.805,19.433,0.4798
23.434,22.253,21.065,19.924,19.438,0.6003
22.457,21.796,20.494,19.474,19.113,0.5348
24.813,22.571,20.947,19.944,19.617,0.5527
24.690,22.362,20.686,19.754,19.375,0.5002
22.880,22.354,20.821,19.948,19.634,0.4909
23.760,21.667,20.206,19.345,18.903,0.5124
22.885,22.417,20.685,19.746,19.286,0.5536
23.282,22.349,20.790,19.861,19.334,0.5537
24.367,21.210,19.580,18.840,18.464,0.4657
22.181,22.093,20.403,19.472,19.100,0.4923
23.075,21.893,20.541,19.676,19.368,0.6375
22.156,21.516,20.125,18.864,18.277,0.6414
24.994,21.742,20.125,19.199,18.872,0.5088
26.048,21.425,20.051,19.153,18.747,0.4953
22.939,22.245,20.532,19.581,19.085,0.5840
25.305,22.451,20.789,19.912,19.624,0.5536
23.740,22.410,20.676,19.768,19.501,0.4652
23.578,21.906,20.324,19.516,19.098,0.4682
22.579,22.669,21.103,19.809,19.201,0.6562
23.431,22.477,20.926,20.052,19.635,0.5144
24.127,22.253,20.543,19.535,18.986,0.4899
26.019,21.676,19.996,18.951,18.439,0.5532
24.681,22.145,20.713,19.525,19.079,0.5606
24.560,22.055,20.538,19.463,18.968,0.5524
24.189,22.452,20.853,19.897,19.298,0.6579
23.957,22.449,20.683,19.674,19.141,0.5583
22.274,21.547,20.494,19.541,19.335,0.6551
24.511,21.655,19.868,18.736,18.318,0.5625
25.612,22.866,20.828,19.716,19.243,0.5613
24.911,22.493,20.671,19.538,19.078,0.5957
22.595,22.135,20.752,19.704,19.297,0.5567
24.373,21.863,20.304,19.325,18.841,0.5546
24.303,23.341,21.213,20.147,19.596,0.5788
22.489,22.702,20.914,19.836,19.437,0.5576
24.738,22.412,20.390,19.519,18.988,0.5563
22.961,21.632,19.953,19.012,18.628,0.5120
24.754,21.846,20.359,19.440,19.164,0.6147
23.889,22.228,20.191,19.320,18.809,0.5011
25.857,22.481,20.983,20.043,19.685,0.5115
24.791,22.122,20.467,19.541,19.005,0.5127
25.855,21.558,19.978,19.217,18.780,0.4322
23.598,22.241,20.405,19.600,19.120,0.4688
22.190,22.178,20.623,19.474,18.862,0.5587
22.803,21.888,20.062,19.277,18.797,0.4955
25.370,21.936,20.260,19.461,19.068,0.5110
22.678,22.090,20.562,19.752,19.509,0.5202
24.950,21.682,19.992,18.896,18.391,0.5801
25.634,21.518,20.150,19.314,18.854,0.5185
24.674,22.059,20.426,19.426,18.809,0.5043
24.966,22.773,20.509,19.444,19.045,0.5544
22.914,21.764,20.074,19.076,18.571,0.5332
23.197,22.086,20.538,19.685,19.206,0.5285
23.017,22.354,20.748,19.947,19.691,0.4682
23.322,23.134,21.307,19.990,19.451,0.6553
23.280,22.286,20.510,19.554,19.159,0.5026
22.798,21.211,19.639,18.814,18.430,0.4635
24.065,21.718,20.451,19.135,18.429,0.0006
23.148,21.316,19.557,18.682,18.196,0.4640
24.555,22.213,20.576,19.817,19.372,0.4874
23.071,21.827,20.659,19.379,18.860,0.0004
23.040,21.482,19.566,18.640,18.208,0.5306
24.911,21.691,19.912,19.111,18.719,0.4663
23.548,22.557,20.879,19.828,19.298,0.6123
22.904,20.750,19.023,18.177,17.754,0.3390
23.275,22.203,20.533,19.654,19.262,0.5033
23.757,22.461,20.647,19.555,19.123,0.5913
24.266,22.189,20.521,19.490,19.030,0.5770
25.544,21.737,20.165,19.167,18.730,0.5135
23.730,22.336,20.601,19.756,19.152,0.5401
23.130,21.841,20.256,19.508,19.140,0.4671
23.417,22.092,20.448,19.676,19.217,0.4656
23.591,22.424,20.791,19.800,19.322,0.5269
24.833,22.525,20.798,19.839,19.219,0.5359
22.486,21.719,20.026,19.238,18.753,0.4675
22.371,21.316,19.653,18.818,18.522,0.4674
23.091,21.882,20.121,19.257,18.850,0.4670
25.811,22.100,20.313,19.391,18.934,0.4660
23.660,21.906,20.305,19.562,19.050,0.4904
24.749,21.547,20.148,19.389,18.923,0.3307
25.372,23.473,21.082,19.950,19.450,0.6165
24.955,21.619,19.762,18.933,18.547,0.4693
24.774,22.425,21.357,20.100,19.563,0.6541
22.189,20.939,19.254,18.401,17.973,0.4624
25.721,22.305,20.303,19.487,19.058,0.4685
22.856,22.036,20.530,19.582,19.178,0.5142
22.336,21.986,20.454,19.529,18.924,0.7166
23.405,21.965,20.373,19.507,19.267,0.3679
22.356,21.822,20.487,19.428,19.033,0.5672
