mag_u,mag_g,mag_r,mag_i,mag_z,redshift
22.881,21.226,19.994,19.117,19.086,0.3734
23.372,22.166,20.182,19.270,18.835,0.5294
25.220,22.333,20.597,19.661,19.116,0.5364
25.022,22.063,20.587,19.780,19.167,0.5386
24.258,22.242,20.544,19.616,19.107,0.5397
26.506,21.867,20.196,19.231,18.888,0.5317
22.566,21.716,20.582,19.682,19.228,0.6410
23.341,22.120,20.910,19.581,18.915,0.6136
25.129,23.227,21.017,19.924,19.410,0.6005
24.439,22.018,20.528,19.628,19.292,0.5271
23.106,22.254,20.494,19.478,18.969,0.5206
22.495,22.080,21.120,19.970,19.528,0.6400
22.669,21.671,19.978,19.211,18.827,0.4679
23.258,22.422,20.752,19.955,19.445,0.5179
24.529,22.256,20.633,19.664,19.200,0.5214
25.961,22.137,20.566,19.413,19.114,0.6142
22.260,22.058,20.115,19.321,18.861,0.4690
25.848,21.455,19.759,18.808,18.317,0.5377
23.329,22.032,20.705,19.796,19.242,0.6695
24.304,22.748,20.762,19.894,19.357,0.4806
21.565,21.411,20.541,19.543,19.359,0.7130
22.546,22.434,20.587,19.737,19.199,0.5068
23.984,21.918,20.101,19.306,18.906,0.4450
22.981,21.896,20.506,19.603,19.111,0.5770
21.590,21.668,20.564,18.933,18.001,0.0003
23.838,21.330,19.775,18.889,18.390,0.5061
26.227,23.117,21.048,19.966,19.822,0.5190
23.388,22.032,20.765,19.954,19.410,0.5340
26.192,22.333,20.462,19.606,19.052,0.5374
23.321,21.970,20.455,19.604,19.244,0.5199
23.367,22.621,20.649,19.639,19.099,0.5774
22.452,21.895,20.451,19.388,18.796,0.5752
25.312,22.058,20.324,19.447,18.950,0.5289
23.561,22.149,20.310,19.446,19.065,0.4727
22.900,22.500,20.735,19.708,19.372,0.5495
22.877,21.977,20.339,19.444,19.187,0.5075
22.822,22.896,21.408,20.292,19.972,0.6153
23.552,22.764,20.807,19.759,19.130,0.5718
23.444,21.452,19.821,18.711,18.235,0.5709
23.597,21.973,20.896,20.021,19.606,0.5750
26.308,22.301,20.821,19.923,19.720,0.5759
23.045,22.057,20.440,19.520,19.033,0.4918
22.218,22.114,20.664,19.635,19.082,0.5627
22.812,22.043,20.304,19.401,19.008,0.5077
21.611,21.320,20.368,19.343,19.066,0.6370
25.396,22.091,20.901,19.597,19.209,0.6396
23.645,21.848,20.070,19.113,18.607,0.5363
23.521,22.519,20.632,19.657,19.301,0.5759
25.419,21.993,20.577,19.687,19.252,0.0001
23.721,22.351,20.402,19.502,19.100,0.5147
22.994,21.751,20.237,19.344,19.127,0.6219
26.057,22.513,20.712,19.876,19.434,0.5540
23.887,21.972,20.502,19.484,18.784,0.0005
22.240,22.139,20.889,19.864,19.453,0.5678
24.640,22.305,20.816,19.837,19.650,0.5377
22.450,21.513,20.062,19.313,18.843,0.4739
25.881,22.364,20.782,19.719,19.059,0.5369
22.502,21.904,20.253,19.458,19.057,0.4751
23.349,22.386,20.243,19.154,18.694,0.6168
25.780,23.188,21.027,20.011,20.129,0.7444
23.540,22.568,20.719,19.808,19.201,0.5375
21.483,21.296,20.003,19.185,18.822,0.6217
26.216,22.407,20.356,19.328,18.971,0.5503
24.095,22.261,20.665,19.761,19.175,0.5034
25.176,22.031,20.280,19.407,18.976,0.5017
23.505,22.139,20.540,19.529,19.090,0.5540
24.760,22.472,20.746,19.770,19.323,0.5058
22.354,21.502,20.345,19.505,19.224,0.6159
24.871,22.174,20.631,19.613,18.985,0.5372
23.810,22.098,20.681,19.790,19.209,0.5380
23.595,21.813,20.326,19.431,19.039,0.5046
24.427,21.270,19.897,19.036,18.652,0.4827
23.298,22.332,20.820,19.870,19.207,0.6223
23.594,22.389,20.790,19.773,19.297,0.5403
24.366,22.043,20.510,19.662,19.300,0.4694
25.170,22.329,20.939,19.778,19.261,0.5822
22.687,22.168,20.574,19.633,19.033,0.5250
23.612,21.628,20.340,19.525,19.207,0.4155
23.564,22.127,20.707,19.716,19.236,0.5267
23.569,21.491,19.738,18.912,18.503,0.4740
23.993,21.544,19.915,19.039,18.569,0.5040
24.354,22.746,20.810,19.878,19.254,0.5360
23.894,22.212,20.355,19.514,19.172,0.4864
24.817,21.015,19.473,18.558,17.987,0.5065
23.636,22.550,20.727,19.793,19.426,0.5062
22.592,22.495,20.704,19.911,19.521,0.4731
24.620,22.462,20.770,19.809,19.368,0.5255
23.794,21.381,20.193,19.116,18.531,0.0001
23.930,22.110,20.352,19.453,18.979,0.5143
23.282,22.159,20.460,19.558,19.100,0.4733
24.117,21.916,20.606,19.556,19.109,0.6554
24.098,22.261,20.499,19.695,19.308,0.4868
23.044,21.964,20.263,19.496,18.975,0.4596
23.092,22.249,20.870,19.669,19.248,0.5698
23.242,21.979,20.063,19.128,18.609,0.5034
22.374,21.827,20.630,19.778,19.406,0.5701
26.468,22.168,20.576,19.714,19.108,0.4875
23.249,22.380,20.919,20.139,19.587,0.5457
23.440,22.472,20.792,19.919,19.526,0.5154
23.282,22.005,20.372,19.528,19.207,0.4714
23.185,21.852,20.578,19.724,19.451,0.5748
23.581,22.224,20.564,19.644,19.123,0.5160
23.900,22.056,20.624,19.686,19.344,0.5527
25.333,22.309,20.562,19.582,19.133,0.5051
24.898,22.625,20.720,19.686,19.299,0.6263
24.172,22.020,20.528,19.436,18.950,0.5820
26.183,22.338,20.443,19.633,19.109,0.4939
22.905,22.429,20.649,19.736,19.291,0.4942
22.615,22.429,21.005,20.151,19.745,0.6075
24.052,22.069,20.693,19.548,19.079,0.5893
24.460,22.716,20.612,19.690,19.158,0.5507
25.306,21.291,19.822,19.087,18.702,0.4466
23.759,21.957,20.257,19.377,19.120,0.5642
24.825,22.303,20.748,19.787,19.251,0.4935
23.624,21.713,20.183,19.363,19.001,0.4671
23.415,21.253,19.534,18.605,18.202,0.5054
24.266,22.394,20.655,19.715,19.691,0.5132
22.757,21.917,20.268,19.342,18.849,0.5495
25.026,22.989,21.091,19.954,19.554,0.6392
23.901,22.253,20.593,19.532,19.160,0.6417
23.412,21.535,19.926,19.142,18.825,0.4739
24.137,22.016,20.307,19.417,19.194,0.5064
25.346,22.233,20.659,19.653,19.228,0.6404
23.095,21.985,20.621,19.729,19.274,0.5051
24.362,22.394,20.672,19.822,19.489,0.4926
23.001,21.652,20.253,19.493,19.205,0.4770
22.206,21.521,19.774,18.931,18.458,0.4755
22.377,22.000,20.217,19.268,18.717,0.4995
22.986,22.121,20.698,19.821,19.366,0.6017
23.315,21.804,19.950,19.023,18.650,0.5041
23.044,21.954,20.430,19.538,19.107,0.4783
23.606,21.724,20.312,19.476,19.129,0.4832
22.868,22.422,20.721,19.661,19.209,0.5663
24.674,21.995,20.707,19.840,19.486,0.5139
24.790,22.692,20.710,19.721,19.019,0.5143
24.910,22.197,20.428,19.577,19.095,0.4774
25.766,21.860,20.067,19.297,18.822,0.4775
24.660,22.833,21.215,20.119,19.617,0.6085
22.983,21.878,20.570,19.731,19.218,0.5734
26.049,22.401,20.693,19.835,19.422,0.5035
22.531,22.321,20.567,19.379,19.032,0.6413
25.336,22.194,20.931,19.875,19.384,0.6593
23.654,21.864,20.274,19.447,18.954,0.4758
22.321,21.437,19.911,19.038,18.704,0.3337
21.490,20.324,18.975,18.142,17.613,0.0004
23.552,21.995,20.326,19.475,19.056,0.4751
22.087,21.367,19.405,18.504,18.078,0.4942
24.608,22.029,20.947,19.664,18.922,0.0007
22.974,22.127,20.642,19.766,19.579,0.4800
25.368,20.707,19.074,18.245,17.779,0.5016
23.561,22.063,20.356,19.440,18.902,0.5136
25.147,22.194,20.653,19.551,19.399,0.5655
23.041,21.897,20.216,19.374,19.046,0.5035
24.086,21.886,20.390,19.421,19.083,0.5066
24.197,22.508,20.337,19.325,18.736,0.5781
23.890,22.872,20.882,19.683,19.073,0.6384
23.524,22.453,20.486,19.576,19.278,0.5076
22.252,21.915,20.389,19.543,18.982,0.4876
25.955,22.092,20.330,19.471,19.025,0.4949
26.024,21.479,19.865,19.018,18.638,0.4805
22.952,21.176,19.622,18.847,18.524,0.4108
23.439,21.708,20.351,19.604,19.192,0.4966
25.090,22.166,20.465,19.622,19.231,0.5162
25.985,21.649,20.027,19.027,18.648,0.5408
22.803,21.445,19.831,18.935,18.542,0.5039
23.051,21.915,20.396,19.473,19.198,0.5043
22.330,21.521,20.304,19.375,18.994,0.5156
24.770,22.030,20.527,19.472,18.929,0.5739
23.299,22.188,20.954,20.087,19.369,0.6252
23.379,22.091,20.673,19.956,19.496,0.5042
24.407,22.463,20.854,19.790,19.335,0.5042
25.426,22.582,20.740,19.683,19.246,0.5633
23.051,22.278,20.423,19.444,18.865,0.6264
22.495,21.777,20.418,19.642,19.274,0.3154
22.255,21.419,19.848,19.098,18.689,0.4520
22.700,21.668,19.837,18.898,18.343,0.5055
22.498,21.384,19.669,18.899,18.531,0.4457
26.263,20.853,19.308,18.319,17.856,0.5129
24.146,22.587,20.744,19.473,19.068,0.6045
23.607,20.841,19.266,18.476,18.104,0.4009
24.007,22.215,20.646,19.554,19.220,0.6013
25.717,22.511,20.503,19.601,19.227,0.5745
24.794,22.267,20.445,19.656,19.354,0.4488
24.750,22.354,20.632,19.641,19.192,0.4946
23.333,21.911,20.451,19.256,18.538,0.0002
24.988,22.155,20.473,19.693,19.207,0.4545
22.286,21.837,20.577,19.731,19.472,0.6029
22.585,21.815,20.157,19.131,18.784,0.5510
23.616,21.547,20.045,19.256,19.092,0.4938
25.367,23.155,21.137,20.152,19.558,0.5678
22.826,22.498,20.668,19.878,19.376,0.5223
25.297,22.171,20.590,19.443,18.970,0.5330
21.857,22.251,20.703,19.552,19.011,0.5938
26.975,21.969,20.207,19.236,18.715,0.5744
25.447,22.139,20.574,19.679,19.245,0.4953
23.545,21.086,19.752,18.748,18.291,0.5373
24.458,22.637,20.587,19.667,19.120,0.5375
25.011,22.044,20.494,19.642,18.895,0.5301
25.212,22.217,20.254,19.301,18.627,0.5030
23.266,22.277,20.607,19.495,19.205,0.5922
22.668,22.194,20.368,19.561,18.985,0.4882
22.584,21.621,19.964,19.060,18.524,0.5140
23.580,22.779,21.077,20.208,19.732,0.4874
23.532,21.640,20.313,19.345,18.863,0.5231
23.449,21.798,20.215,19.264,18.795,0.6068
26.768,20.964,19.571,18.641,18.126,0.5021
23.771,22.022,20.924,19.778,19.518,0.6324
23.656,23.107,21.020,19.858,19.457,0.5973
23.665,22.936,21.046,20.003,19.545,0.6215
23.456,21.589,19.721,18.855,18.445,0.4949
25.041,22.435,20.801,19.769,19.348,0.5155
25.055,22.396,20.640,19.801,19.327,0.5048
23.221,21.312,19.586,18.642,18.090,0.5216
23.641,21.077,19.640,18.906,18.574,0.3790
24.625,22.401,20.994,19.893,19.431,0.5917
23.081,22.012,20.374,19.622,19.304,0.4721
23.316,21.953,20.339,19.482,18.924,0.4134
23.419,22.191,20.578,19.737,19.217,0.5133
23.846,22.176,20.623,19.780,19.319,0.5009
21.735,21.839,20.911,19.935,19.447,0.6492
24.258,21.630,20.287,19.275,18.876,0.6884
23.697,21.534,19.901,19.038,18.568,0.5207
23.953,23.011,20.828,19.752,19.298,0.6299
24.645,21.460,20.032,19.134,18.636,0.4949
21.815,21.427,19.835,19.030,18.650,0.4386
26.068,21.552,19.626,18.770,18.438,0.4422
24.332,22.033,20.619,19.818,19.453,0.3752
25.802,22.078,20.548,19.791,19.423,0.5048
24.397,22.016,20.352,19.546,19.232,0.4519
24.764,21.922,20.304,19.321,18.778,0.5512
23.965,22.858,20.773,19.688,19.176,0.6132
22.736,22.052,20.528,19.520,19.135,0.5881
25.358,21.908,20.351,19.456,19.151,0.5117
22.154,22.218,20.547,19.595,19.237,0.5892
23.069,22.270,20.394,19.563,19.056,0.5115
22.443,21.860,20.845,19.916,19.391,0.6621
25.349,23.685,21.724,20.460,20.035,0.6272
24.795,21.513,20.036,19.250,18.906,0.5110
24.388,21.863,20.371,19.622,19.213,0.4281
23.031,22.003,20.423,19.575,19.190,0.5020
23.794,21.710,20.014,19.030,18.560,0.5129
26.433,22.472,21.210,19.780,19.213,0.6830
23.076,22.643,20.812,19.779,19.299,0.5131
25.800,22.685,20.780,19.583,19.008,0.6279
22.927,21.614,20.310,19.362,18.929,0.4944
25.404,22.336,20.924,19.896,19.422,0.5515
23.647,21.795,20.501,19.584,19.097,0.5588
25.206,22.772,20.887,19.813,19.428,0.6690
24.059,22.734,20.967,19.869,19.355,0.5840
23.194,22.344,20.404,19.545,19.057,0.5055
23.794,22.129,20.416,19.430,19.017,0.5458
25.025,22.326,20.582,19.658,19.436,0.5547
25.905,22.054,20.266,19.364,18.958,0.4981
25.702,22.243,20.528,19.733,19.240,0.4933
23.830,21.892,20.202,19.434,18.946,0.4522
22.665,22.699,20.903,19.997,19.472,0.5078
23.791,22.559,20.672,19.848,19.320,0.5057
24.824,21.937,20.244,19.339,19.246,0.5113
23.948,21.827,20.098,19.181,18.751,0.5123
23.542,22.331,20.333,19.473,19.144,0.5132
25.621,21.396,19.807,18.911,18.554,0.4822
25.384,21.889,20.335,19.188,18.654,0.6629
23.400,22.137,20.911,20.105,19.866,0.6220
25.662,22.574,20.935,19.846,19.403,0.5804
25.673,21.099,19.887,18.914,18.328,0.0004
25.648,22.652,20.932,19.880,19.511,0.5321
24.750,21.799,20.476,19.229,18.959,0.5841
26.273,22.723,20.978,19.689,19.022,0.6853
25.853,22.652,21.041,19.843,19.108,0.6979
24.032,21.429,19.858,19.001,18.672,0.5147
23.241,21.432,20.073,19.154,18.767,0.5496
25.677,22.223,20.271,19.136,18.586,0.5780
25.761,21.944,20.438,19.458,18.886,0.4972
24.254,21.793,20.413,19.627,19.332,0.4958
22.613,21.885,20.620,19.847,19.208,0.5490
22.544,22.192,20.116,19.097,18.647,0.5780
23.812,22.137,20.396,19.579,19.203,0.7002
23.732,21.041,19.381,18.610,18.154,0.4493
23.536,21.881,20.542,19.736,19.210,0.5009
23.322,22.331,20.877,19.736,19.249,0.7803
22.102,22.097,20.330,19.401,18.954,0.5071
23.571,21.680,20.146,19.304,18.908,0.5003
22.269,21.535,19.981,19.217,18.800,0.4124
22.167,22.003,20.623,19.852,19.862,0.4666
24.926,21.580,20.015,19.242,19.012,0.5054
23.145,21.969,20.135,19.331,19.054,0.4956
25.747,22.548,20.833,19.720,19.358,0.5789
23.186,22.225,20.476,19.531,18.969,0.5134
23.757,22.268,20.471,19.611,19.067,0.5559
22.539,22.267,20.843,19.839,19.514,0.5033
25.669,21.909,20.575,19.772,19.309,0.4956
22.294,20.627,18.988,18.127,17.667,0.4963
22.802,22.373,21.133,19.903,19.571,0.6782
25.042,22.410,20.612,19.515,19.128,0.6085
23.213,21.860,20.407,19.242,18.837,0.5824
23.477,21.591,20.020,19.123,18.639,0.5127
24.896,22.805,20.895,19.841,19.468,0.5564
22.142,22.130,20.244,19.338,19.072,0.5854
23.055,21.871,20.218,19.448,19.052,0.5135
23.057,22.085,20.478,19.640,19.331,0.5041
23.494,21.643,20.132,19.360,18.867,0.4117
22.797,22.481,20.524,19.701,19.221,0.5137
21.840,21.258,19.890,19.149,18.763,0.4947
22.381,22.982,21.319,20.121,19.795,0.6201
22.976,22.034,20.625,19.671,19.447,0.5088
23.834,21.975,20.997,19.896,20.191,0.7063
22.563,21.683,20.279,19.291,18.875,0.4605
24.714,20.702,19.069,18.174,17.671,0.4969
25.510,22.167,20.736,19.810,19.420,0.4971
23.278,22.240,20.316,19.205,18.653,0.5802
22.994,21.965,20.399,19.417,19.298,0.4951
23.961,22.512,20.945,19.830,19.387,0.6051
23.647,21.833,20.220,19.345,18.926,0.5125
25.611,22.256,20.969,20.218,20.536,0.7095
21.651,20.449,19.244,18.234,17.492,0.0001
26.189,22.208,20.576,19.564,19.322,0.5449
22.805,21.894,20.189,19.379,18.844,0.4935
25.378,22.126,20.548,19.755,19.356,0.4524
24.158,22.016,20.558,19.822,19.533,0.4509
23.552,22.182,20.418,19.388,18.774,0.5802
23.618,21.476,19.994,19.227,18.721,0.4750
22.316,21.795,20.333,19.496,18.829,0.6088
22.648,21.773,20.575,19.746,19.529,0.5988
25.208,21.789,20.231,19.448,18.978,0.4967
23.686,22.095,20.340,19.396,18.792,0.5735
23.903,22.007,20.364,19.380,18.938,0.5407
24.165,22.171,20.227,19.155,18.743,0.6088
24.948,22.522,20.596,19.503,19.058,0.6041
23.760,22.097,20.276,19.250,18.747,0.5816
23.026,21.372,20.073,19.130,18.838,0.4535
22.390,21.559,20.470,19.416,19.015,0.5813
23.598,22.814,20.731,19.923,19.407,0.5322
22.321,21.976,20.285,19.058,18.502,0.6019
23.203,22.227,20.403,19.403,18.737,0.6357
22.851,21.846,20.120,19.259,18.767,0.4963
25.417,22.157,20.330,19.407,18.981,0.5117
24.253,21.895,20.247,19.457,18.964,0.4815
25.021,22.015,20.467,19.660,19.030,0.4948
24.149,22.513,21.334,20.251,19.678,0.6163
22.455,22.642,20.827,19.847,19.407,0.6106
23.827,21.898,20.151,19.375,18.963,0.4439
24.324,22.378,20.794,19.547,19.049,0.6171
24.561,21.459,19.883,19.145,18.788,0.4190
22.903,22.358,20.747,19.681,19.424,0.5742
24.681,21.988,20.714,19.839,19.271,0.5509
23.782,22.087,20.771,19.922,19.388,0.4759
23.087,20.290,19.433,18.219,17.788,0.2993
22.161,23.922,20.939,19.597,18.888,0.7189
23.958,22.557,21.046,20.176,19.959,0.4736
23.465,22.848,20.952,19.867,19.355,0.6105
23.680,22.303,20.515,19.496,18.950,0.5502
23.236,22.010,20.172,19.132,18.827,0.6100
22.811,22.218,21.106,20.066,19.942,0.7605
25.667,22.723,21.265,19.895,19.652,0.7038
22.105,21.347,19.694,18.837,18.429,0.4531
24.120,21.200,19.869,19.114,18.557,0.2307
25.245,22.496,20.919,19.791,19.447,0.5803
22.844,22.103,20.436,19.569,19.194,0.5589
24.839,21.228,19.545,18.659,18.266,0.4755
23.824,22.505,21.031,19.936,19.290,0.5603
23.628,22.647,20.527,19.391,19.281,0.5733
23.077,22.291,20.754,19.900,19.490,0.4557
24.364,22.772,21.398,20.054,19.749,0.6227
23.841,21.772,20.390,19.420,19.162,0.5009
24.860,21.040,19.421,18.488,18.045,0.4959
22.934,22.114,20.256,19.351,18.913,0.4989
23.364,21.973,20.584,19.458,19.059,0.5501
23.215,22.192,20.911,20.038,19.562,0.6050
25.152,22.353,21.061,19.861,19.367,0.7296
22.268,21.321,19.772,18.914,18.494,0.4969
22.837,20.905,19.330,18.485,18.111,0.4806
23.170,22.560,20.641,19.445,19.041,0.6435
23.028,22.653,21.244,20.293,20.103,0.2977
25.017,21.560,19.782,18.829,18.299,0.5030
25.470,22.360,20.700,19.749,19.451,0.5511
24.307,22.576,20.924,20.024,19.484,0.6392
25.070,22.481,20.659,19.630,19.244,0.5486
23.933,22.492,20.902,19.810,19.617,0.6382
25.850,23.219,21.101,20.010,19.645,0.6073
22.537,21.674,19.978,19.030,18.523,0.5599
24.845,22.218,20.316,19.253,18.762,0.5815
24.225,21.974,20.566,19.546,18.941,0.0005
23.565,22.079,19.869,18.751,18.366,0.5288
23.632,22.043,20.450,19.371,18.998,0.5501
23.825,22.188,20.556,19.577,19.148,0.5293
23.064,21.751,20.165,18.669,17.835,0.0003
21.774,21.472,20.383,19.497,19.514,0.6064
23.781,22.901,20.804,19.836,19.481,0.5466
25.351,21.813,19.979,19.087,18.643,0.5294
25.978,22.207,20.531,19.297,18.695,0.5864
23.288,22.132,20.210,19.248,18.837,0.4972
22.890,21.337,20.197,19.122,18.466,0.0001
23.588,22.056,20.739,19.719,19.382,0.7146
22.737,22.198,20.476,19.557,19.187,0.5225
22.380,21.880,20.395,19.555,19.407,0.4514
23.594,21.798,20.379,19.432,19.099,0.5623
24.809,22.492,20.551,19.571,19.224,0.5189
23.702,21.681,20.185,19.250,18.684,0.5026
25.027,21.994,20.212,19.288,18.798,0.4980
21.896,21.549,20.063,19.189,18.799,0.5112
23.435,22.254,20.804,19.981,19.821,0.4812
24.560,22.145,20.539,19.542,19.141,0.5201
25.045,22.504,20.800,19.609,18.977,0.6402
24.164,22.541,21.020,19.968,19.695,0.6243
24.380,21.973,20.372,19.439,18.886,0.6105
23.451,22.136,20.528,19.609,19.074,0.5030
24.722,22.434,20.688,19.691,19.435,0.5828
23.387,21.729,20.338,19.453,19.051,0.6927
24.395,22.263,20.663,19.779,19.731,0.3565
22.827,22.349,20.895,19.831,19.301,0.6121
23.965,22.868,20.755,19.697,19.065,0.5835
24.652,22.113,20.802,19.880,19.382,0.4078
24.087,22.460,20.859,19.782,19.129,0.7091
23.319,21.766,20.507,19.644,19.212,0.5009
24.432,22.452,20.615,19.708,19.319,0.5243
24.603,22.168,20.515,19.660,19.132,0.5372
24.355,22.108,20.965,19.931,19.452,0.5516
24.233,22.030,20.321,19.304,18.814,0.5476
22.989,21.797,20.318,19.307,18.860,0.5309
24.100,21.923,20.168,19.122,18.774,0.5365
24.102,21.966,20.608,19.748,19.329,0.4436
22.140,21.675,19.990,19.229,18.800,0.4274
22.429,21.949,20.301,19.366,18.836,0.5301
24.003,22.266,20.488,19.263,18.662,0.6143
24.185,22.101,20.256,19.249,18.801,0.5249
22.936,22.047,20.401,19.563,19.113,0.5325
26.490,22.340,20.220,19.069,18.513,0.6149
22.350,21.197,19.318,18.436,18.066,0.4655
23.875,22.156,20.604,19.795,19.304,0.4663
24.318,22.012,20.427,19.502,19.090,0.4927
23.286,21.727,20.089,19.288,18.819,0.4484
22.541,21.875,20.488,19.759,19.508,0.4771
24.426,21.827,20.303,19.548,18.964,0.4651
22.790,22.344,20.377,19.541,19.033,0.4636
23.265,22.168,20.693,19.757,19.247,0.5277
24.329,22.093,20.652,19.661,19.112,0.6154
24.453,22.659,20.690,19.820,19.580,0.5237
22.667,21.348,19.871,18.978,18.509,0.5278
23.924,21.997,20.531,19.667,19.327,0.5272
22.754,22.291,20.771,19.872,19.359,0.6201
22.617,22.453,20.545,19.380,18.918,0.6093
23.437,21.891,20.150,19.333,18.885,0.4772
23.242,22.106,20.572,19.678,19.253,0.4913
24.589,22.397,20.817,19.695,19.276,0.4647
24.463,22.391,20.892,19.800,19.359,0.5473
25.112,22.019,20.347,19.416,18.952,0.5220
23.010,22.069,20.371,19.577,19.172,0.5201
24.861,22.419,20.736,19.928,19.633,0.4763
22.249,21.720,19.913,19.023,18.583,0.4857
22.983,22.024,20.784,19.956,19.978,0.4192
25.253,21.389,19.907,19.096,18.687,0.4766
22.285,22.293,21.034,20.059,19.727,0.6627
23.887,21.866,20.194,19.372,18.911,0.4689
21.819,21.761,20.183,19.318,18.685,0.4918
22.825,21.338,20.728,19.413,19.402,0.7649
22.706,21.764,20.141,19.359,18.724,0.4720
22.068,20.969,19.662,18.886,18.642,0.5185
25.870,21.572,19.975,19.212,18.721,0.4124
23.291,21.980,20.451,19.712,19.478,0.4467
22.146,22.028,20.221,19.441,19.077,0.4731
25.872,22.292,20.563,19.625,19.119,0.5610
22.124,22.130,20.352,19.380,18.926,0.6152
25.707,21.013,19.336,18.478,17.958,0.4714
22.932,21.587,19.837,19.034,18.580,0.4687
24.029,22.368,20.869,20.000,19.459,0.4917
23.113,22.128,20.466,19.674,19.140,0.4709
24.112,21.023,19.489,18.621,18.154,0.4864
22.922,22.475,20.567,19.358,18.914,0.6258
24.229,22.023,20.802,19.780,19.459,0.6219
24.937,22.586,20.892,19.833,19.291,0.5879
23.308,22.444,20.847,19.958,19.520,0.6150
22.423,21.241,19.820,18.866,18.551,0.4861
25.169,22.592,20.879,19.720,19.268,0.6077
24.323,22.696,20.866,19.221,18.605,0.0003
25.213,22.412,21.034,19.684,18.905,0.0004
24.233,22.070,20.321,19.473,18.972,0.4770
24.326,21.966,20.403,19.666,19.326,0.4716
25.890,21.965,20.210,19.343,18.848,0.5054
23.076,21.392,19.895,19.050,18.633,0.5857
24.516,22.724,21.154,19.917,19.540,0.6987
25.302,23.281,21.103,19.830,19.388,0.6541
23.259,21.718,20.284,19.503,19.100,0.4559
22.938,21.537,20.224,19.124,18.531,0.0005
23.405,21.287,19.896,19.115,18.852,0.5101
25.467,22.146,20.574,19.425,18.787,0.6110
23.585,22.636,21.035,19.846,19.223,0.7017
24.252,22.406,20.250,19.380,18.964,0.4755
23.099,21.759,19.960,18.995,18.523,0.5238
22.719,21.513,19.973,19.171,18.695,0.4653
25.830,21.706,19.946,19.125,18.722,0.4757
23.803,22.422,20.664,19.892,19.662,0.4418
23.054,22.170,20.567,19.703,19.296,0.4859
22.739,21.651,20.071,19.097,18.590,0.5242
22.529,22.847,21.044,19.857,19.431,0.6383
24.555,22.430,21.077,19.896,19.379,0.6283
22.700,22.031,20.464,19.390,18.946,0.6419
22.679,23.258,21.138,20.087,19.750,0.6006
23.651,22.205,20.483,19.659,19.218,0.4893
22.694,21.468,20.149,19.352,18.912,0.4939
24.653,21.749,20.116,19.122,18.683,0.5233
22.908,22.119,20.491,19.731,19.374,0.4112
24.001,22.327,20.920,19.867,19.611,0.5919
23.533,22.067,20.677,19.844,19.365,0.4675
22.302,21.592,19.946,19.122,18.711,0.4935
24.637,22.360,20.626,19.778,19.438,0.4193
24.396,22.101,20.122,19.325,18.804,0.4482
24.108,21.607,20.079,19.239,19.054,0.4436
23.282,22.286,20.864,20.010,19.558,0.5108
25.494,21.576,20.114,19.127,18.829,0.4858
23.404,22.904,20.827,19.652,19.214,0.5892
23.529,22.103,20.802,19.759,19.017,0.6389
24.576,22.724,20.821,19.733,19.185,0.6762
24.362,22.711,20.878,19.915,19.507,0.5232
24.792,22.502,20.689,19.682,19.248,0.6281
